Compound Name,IUPAC,Inchi,SMILES,CAS Number,DTXSID,Project ID (RISK-HUNT3R),Project ID (ONTOX),Project ID (PrecisionTox),Used in RISK-HUNT3R,Used in ONTOX,Used in PrecisionTox,Liver case-study (ONTOX),Kidney case-study (ONTOX),Developping Brain case-study (ONTOX),Included Cholestasis selection (Sept2022ONTOX),Included Steatosis selection (Sept2022ONTOX),Included Crystalopathy selection (Sept2022ONTOX),Included Tubular Necrosis selection (Sept2022ONTOX),Included CFD selection (Sept2022ONTOX),Included NTC selection (Sept2022ONTOX),Compound updated
Foscarnet,phosphonoformic acid,"InChI=1S/CH3O5P/c2-1(3)7(4,5)6/h(H,2,3)(H2,4,5,6)",C(=O)(O)P(=O)(O)O,4428-95-9,DTXSID0048478,,CMS-53052,,FALSE,TRUE,FALSE,,Crystalopathy,,no,no,YES,no,no,no,Jan/22
Fraxinellone,"(3R,3aR)-3-(furan-3-yl)-3a,7-dimethyl-3,4,5,6-tetrahydro-2-benzofuran-1-one","InChI=1S/C14H16O3/c1-9-4-3-6-14(2)11(9)13(15)17-12(14)10-5-7-16-8-10/h5,7-8,12H,3-4,6H2,1-2H3/t12-,14+/m0/s1",CC1=C2C(=O)OC(C2(CCC1)C)C3=COC=C3,28808-62-0,NA,,CMS-33109,,FALSE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jun/22
Fumonisin B1,"(2R)-2-[2-[(5R,6R,7S,9S,11R,16R,18S,19S)-19-amino-6-[(3R)-3,4-dicarboxybutanoyl]oxy-11,16,18-trihydroxy-5,9-dimethylicosan-7-yl]oxy-2-oxoethyl]butanedioic acid","InChI=1S/C34H59NO15/c1-5-6-9-20(3)32(50-31(44)17-23(34(47)48)15-29(41)42)27(49-30(43)16-22(33(45)46)14-28(39)40)13-19(2)12-24(36)10-7-8-11-25(37)18-26(38)21(4)35/h19-27,32,36-38H,5-18,35H2,1-4H3,(H,39,40)(H,41,42)(H,45,46)(H,47,48)/t19-,20+,21-,22+,23+,24+,25+,26-,27-,32+/m0/s1",CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O)OC(=O)C[C@@H](CC(=O)O)C(=O)O,116355-83-0,DTXSID6020644,,CMS-660,,FALSE,TRUE,FALSE,,,Neural Tube Defects,no,no,no,no,no,no,Jan/22
Furosemide,4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid,"InChI=1S/C12H11ClN2O5S/c13-9-5-10(15-6-7-2-1-3-20-7)8(12(16)17)4-11(9)21(14,18)19/h1-5,15H,6H2,(H,16,17)(H2,14,18,19)",C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,54-31-9,DTXSID6020648,,CMS-664,,FALSE,TRUE,FALSE,Cholestasis (neg),not specified,,YES,no,no,no,no,no,Sep/22
Gadolinium,gadolinium,InChI=1S/Gd,[Gd],7440-54-2,DTXSID5037234,,CMS-7602,,FALSE,TRUE,FALSE,,Tubular Necrosis,,no,no,no,YES,no,no,Jun/22
Ganciclovir,"2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-1H-purin-6-one","InChI=1S/C9H13N5O4/c10-9-12-7-6(8(17)13-9)11-3-14(7)4-18-5(1-15)2-16/h3,5,15-16H,1-2,4H2,(H3,10,12,13,17)",C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,82410-32-0,DTXSID8041032,,CMS-8400,,FALSE,TRUE,FALSE,,Crystalopathy,,no,no,YES,no,no,no,Jun/22
Genisterin,"5,7-dihydroxy-3-(4-hydroxyphenyl)chromen-4-one","InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H",c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O,446-72-0,DTXSID5022308,RH0026,,,TRUE,FALSE,TRUE,,,,,,,,,,Jan/22
"Gentamicin, Gentamycin","2-[4,6-diamino-3-[3-amino-6-[1-(methylamino)ethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol","InChI=1S/C21H43N5O7/c1-9(25-3)13-6-5-10(22)19(31-13)32-16-11(23)7-12(24)17(14(16)27)33-20-15(28)18(26-4)21(2,29)8-30-20/h9-20,25-29H,5-8,22-24H2,1-4H3",CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,1403-66-3,DTXSID5034642,,CMS-2901,,FALSE,TRUE,FALSE,Steatosis (neg),Tubular Necrosis,,no,YES,no,YES,no,no,Sep/22
Gepirone,"4,4-dimethyl-1-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]piperidine-2,6-dione","InChI=1S/C19H29N5O2/c1-19(2)14-16(25)24(17(26)15-19)9-4-3-8-22-10-12-23(13-11-22)18-20-6-5-7-21-18/h5-7H,3-4,8-15H2,1-2H3",CC1(CC(=O)N(C(=O)C1)CCCCN2CCN(CC2)C3=NC=CC=N3)C,83928-76-1,DTXSID90232813,RH0148,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Gliclazide,"1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea","InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)",CC1=CC=C(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)C=C1,21187-98-4,DTXSID9023095,,CMS-2906,,FALSE,TRUE,FALSE,Cholestasis (neg),,,YES,no,no,no,no,no,Jun/22
"Glyburide, Glibenclamide",5-chloro-N-[2-[4-(cyclohexylcarbamoylsulfamoyl)phenyl]ethyl]-2-methoxybenzamide,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,10238-21-8,DTXSID0037237,RH0303,CMS-7605,,TRUE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Glycidamide,oxirane-2-carboxamide,"InChI=1S/C3H5NO2/c4-3(5)2-1-6-2/h2H,1H2,(H2,4,5)",C1C(O1)C(=O)N,5694-00-8,DTXSID2031374,,CMS-6624,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Glycinexylidide (GX),"2-amino-N-(2,6-dimethylphenyl)acetamide","InChI=1S/C10H14N2O/c1-7-4-3-5-8(2)10(7)12-9(13)6-11/h3-5H,6,11H2,1-2H3,(H,12,13)",CC1=C(C(=CC=C1)C)NC(=O)CN,18865-38-8,DTXSID40876064,RH0427,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Glycocholic Acid,"2-[[(4R)-4-[(3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoyl]amino]acetic acid","InChI=1S/C26H43NO6/c1-14(4-7-22(31)27-13-23(32)33)17-5-6-18-24-19(12-21(30)26(17,18)3)25(2)9-8-16(28)10-15(25)11-20(24)29/h14-21,24,28-30H,4-13H2,1-3H3,(H,27,31)(H,32,33)/t14-,15+,16-,17-,18+,19+,20-,21+,24+,25+,26-/m1/s1",C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C,475-31-0,DTXSID2047436,RH0219,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
glycopyrronium,"(1,1-dimethylpyrrolidin-1-ium-3-yl) 2-cyclopentyl-2-hydroxy-2-phenylacetate","InChI=1S/C19H28NO3/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3/q+1",C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,13283-82-4,DTXSID2048165,RH0062,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Gold,gold,InChI=1S/Au,[Au],7440-57-5,DTXSID3064697,,CMS-13992,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
Haloperidol,4-[4-(4-chlorophenyl)-4-hydroxypiperidin-1-yl]-1-(4-fluorophenyl)butan-1-one,"InChI=1S/C21H23ClFNO2/c22-18-7-5-17(6-8-18)21(26)11-14-24(15-12-21)13-1-2-20(25)16-3-9-19(23)10-4-16/h3-10,26H,1-2,11-15H2",C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,52-86-8,DTXSID4034150,RH0004,CMS-6977,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
haloperidol-O-glucoronide,"(2S,3S,4S,5R)-6-[4-(4-chlorophenyl)-1-[4-(4-fluorophenyl)-4-oxobutyl]piperidin-4-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid","InChI=1S/C27H31ClFNO8/c28-18-7-5-17(6-8-18)27(38-26-23(34)21(32)22(33)24(37-26)25(35)36)11-14-30(15-12-27)13-1-2-20(31)16-3-9-19(29)10-4-16/h3-10,21-24,26,32-34H,1-2,11-15H2,(H,35,36)/t21-,22-,23+,24-,26?/m0/s1",C1CN(CCC1(C2=CC=C(C=C2)Cl)OC3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O)CCCC(=O)C4=CC=C(C=C4)F,,,RH0422,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Haloxyfop-P-Methyl,methyl (2R)-2-[4-[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxyphenoxy]propanoate,"InChI=1S/C16H13ClF3NO4/c1-9(15(22)23-2)24-11-3-5-12(6-4-11)25-14-13(17)7-10(8-21-14)16(18,19)20/h3-9H,1-2H3/t9-/m1/s1",C[C@H](C(=O)OC)Oc1ccc(cc1)Oc2c(cc(cn2)C(F)(F)F)Cl,72619-32-0,DTXSID7042019,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
HC blue 15,"4-[(2,6-dichlorophenyl)-(4-imino-3,5-dimethylcyclohexa-2,5-dien-1-ylidene)methyl]-2,6-dimethylaniline;phosphoric acid","InChI=1S/C23H22Cl2N2.H3O4P/c1-12-8-16(9-13(2)22(12)26)20(21-18(24)6-5-7-19(21)25)17-10-14(3)23(27)15(4)11-17;1-5(2,3)4/h5-11,26H,27H2,1-4H3;(H3,1,2,3,4)",CC1=CC(=CC(=C1N)C)C(=C2C=C(C(=N)C(=C2)C)C)C3=C(C=CC=C3Cl)Cl.OP(=O)(O)O,###############################################################################################################################################################################################################################################################,DTXSID3072793,,CMS-26704,,FALSE,TRUE,FALSE,Steatosis,,,no,no,no,no,no,no,Jan/22
HC yellow no.13,2-[2-nitro-4-(trifluoromethyl)anilino]ethanol,"InChI=1S/C9H9F3N2O3/c10-9(11,12)6-1-2-7(13-3-4-15)8(5-6)14(16)17/h1-2,5,13,15H,3-4H2",C1=CC(=C(C=C1C(F)(F)F)[N+](=O)[O-])NCCO,10442-83-8,DTXSID10146483,,CMS-43228,,FALSE,TRUE,FALSE,Steatosis,,,no,no,no,no,no,no,Jan/22
Heptadecafluoropelargonic acid,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-heptadecafluorononanoic acid","InChI=1S/C9HF17O2/c10-2(11,1(27)28)3(12,13)4(14,15)5(16,17)6(18,19)7(20,21)8(22,23)9(24,25)26/h(H,27,28)",C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O,375-95-1,DTXSID8031863,,CMS-6662,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Hexachlorophene,"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol","InChI=1S/C13H6Cl6O2/c14-6-2-8(16)12(20)4(10(6)18)1-5-11(19)7(15)3-9(17)13(5)21/h2-3,20-21H,1H2",C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,70-30-4,DTXSID6020690,,CMS-706,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
hexafluoroisopropanol,"1,1,1,3,3,3-hexafluoropropan-2-ol","InChI=1S/C3H2F6O/c4-2(5,6)1(10)3(7,8)9/h1,10H",C(C(F)(F)F)(C(F)(F)F)O,920-66-1,DTXSID1022134,RH0085,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
hexyl salicylate,hexyl 2-hydroxybenzoate,"InChI=1S/C13H18O3/c1-2-3-4-7-10-16-13(15)11-8-5-6-9-12(11)14/h5-6,8-9,14H,2-4,7,10H2,1H3",CCCCCCOC(=O)c1ccccc1O,6259-76-3,DTXSID4038924,RH0027,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Hydrochlorothiazide,"6-chloro-1,1-dioxo-3,4-dihydro-2H-1lambda6,2,4-benzothiadiazine-7-sulfonamide","InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,58-93-5,DTXSID2020713,RH0253,CMS-728,,TRUE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
hydrocortisone,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,50-23-7,DTXSID7020714,RH0028,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Hydroxyethyl-2-nitro-P-toluidine,2-(4-methyl-2-nitroanilino)ethanol,"InChI=1S/C9H12N2O3/c1-7-2-3-8(10-4-5-12)9(6-7)11(13)14/h2-3,6,10,12H,4-5H2,1H3",CC1=CC(=C(C=C1)NCCO)[N+](=O)[O-],100418-33-5,DTXSID20143261,,CMS-42734,,FALSE,TRUE,FALSE,Cholestasis / Steatosis,,,no,no,no,no,no,no,Jan/22
hydroxyurea,hydroxyurea,"InChI=1S/CH4N2O2/c2-1(4)3-5/h5H,(H3,2,3,4)",C(=O)(N)NO,0127-07-01,DTXSID6025438,RH0212,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
hyperforin,"1R,5R,7S,8R)-4-hydroxy-8-methyl-3,5,7-tris(3-methylbut-2-enyl)-8-(4-methylpent-3-enyl)-1-(2-methylpropanoyl)bicyclo[3.3.1]non-3-ene-2,9-dione","InChI=1S/C35H52O4/c1-22(2)13-12-19-33(11)27(16-14-23(3)4)21-34(20-18-25(7)8)30(37)28(17-15-24(5)6)31(38)35(33,32(34)39)29(36)26(9)10/h13-15,18,26-27,37H,12,16-17,19-21H2,1-11H3/t27-,33+,34+,35-/m0/s1",CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@@]2(CC=C(C)C)C(=O)[C@]1(C(=O)C(C)C)C(=O)C(CC=C(C)C)=C2O,11079-53-1,DTXSID90891409,RH0029,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Ibuprofen,2-[4-(2-methylpropyl)phenyl]propanoic acid,"InChI=1S/C13H18O2/c1-9(2)8-11-4-6-12(7-5-11)10(3)13(14)15/h4-7,9-10H,8H2,1-3H3,(H,14,15)",CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,15687-27-1,DTXSID5020732,,CMS-747,,FALSE,TRUE,FALSE,,Tubular Necrosis,Cognitive Function Defects (neg) / Neural Tube Closure (neg),no,no,no,YES,YES,YES,Sep/22
icaridin,butan-2-yl 2-(2-hydroxyethyl)piperidine-1-carboxylate,"InChI=1S/C12H23NO3/c1-3-10(2)16-12(15)13-8-5-4-6-11(13)7-9-14/h10-11,14H,3-9H2,1-2H3",CCC(C)OC(=O)N1CCCCC1CCO,119515-38-7,DTXSID0034227,RH0030,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Ifosfamide,"N,3-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine","InChI=1S/C7H15Cl2N2O2P/c8-2-4-10-14(12)11(6-3-9)5-1-7-13-14/h1-7H2,(H,10,12)",C1CN(P(=O)(OC1)NCCCl)CCCl,3778-73-2,DTXSID7020760,,CMS-778,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Ilomastat,(2R)-N'-hydroxy-N-[(2S)-3-(1H-indol-3-yl)-1-(methylamino)-1-oxopropan-2-yl]-2-(2-methylpropyl)butanediamide,"InChI=1S/C20H28N4O4/c1-12(2)8-13(10-18(25)24-28)19(26)23-17(20(27)21-3)9-14-11-22-16-7-5-4-6-15(14)16/h4-7,11-13,17,22,28H,8-10H2,1-3H3,(H,21,27)(H,23,26)(H,24,25)/t13-,17+/m1/s1",CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)NC,142880-36-2,DTXSID0046353,RH0107,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
Imazalil,"1-[2-(2,4-dichlorophenyl)-2-prop-2-enoxyethyl]imidazole","InChI=1S/C14H14Cl2N2O/c1-2-7-19-14(9-18-6-5-17-10-18)12-4-3-11(15)8-13(12)16/h2-6,8,10,14H,1,7,9H2",C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl,35554-44-0,DTXSID8024151,,CMS-3670,,FALSE,TRUE,FALSE,Steatosis,,,no,YES,no,no,no,no,Jan/22
imidazolidine-2-thione,imidazolidine-2-thione,"InChI=1S/C3H6N2S/c6-3-4-1-2-5-3/h1-2H2,(H2,4,5,6)",S=C1NCCN1,96-45-7,DTXSID5020601,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Iminostilbene,11H-benzo[b][1]benzazepine,"InChI=1S/C14H11N/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)15-13/h1-10,15H",C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2,256-96-2,DTXSID90871625,,CMS-8108,,FALSE,TRUE,FALSE,,,,no,no,no,no,no,no,Jan/22
Imipramine,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine","InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",CN(C)CCCN1C2=C(C=CC=C2)CCC2=C1C=CC=C2,50-49-7,DTXSID1043881,,CMS-10084,,FALSE,TRUE,FALSE,Steatosis (neg),,,no,YES,no,no,no,no,Jun/22
Indinavir,"(2S)-1-[(2S,4R)-4-benzyl-2-hydroxy-5-[[(1S,2R)-2-hydroxy-2,3-dihydro-1H-inden-1-yl]amino]-5-oxopentyl]-N-tert-butyl-4-(pyridin-3-ylmethyl)piperazine-2-carboxamide","InChI=1S/C36H47N5O4/c1-36(2,3)39-35(45)31-24-40(22-26-12-9-15-37-21-26)16-17-41(31)23-29(42)19-28(18-25-10-5-4-6-11-25)34(44)38-33-30-14-8-7-13-27(30)20-32(33)43/h4-15,21,28-29,31-33,42-43H,16-20,22-24H2,1-3H3,(H,38,44)(H,39,45)/t28-,29+,31+,32-,33+/m1/s1",CC(C)(C)NC(=O)[C@@H]1CN(CCN1C[C@H](C[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H]3[C@@H](CC4=CC=CC=C34)O)O)CC5=CN=CC=C5,150378-17-9,DTXSID4043802,,CMS-10006,,FALSE,TRUE,FALSE,,Crystalopathy,,no,no,YES,no,no,no,Jan/22
Interferon alpha,"1-[(2R,4S,5S)-4-azido-5-(hydroxymethyl)oxolan-2-yl]-5-methylpyrimidine-2,4-dione","InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7+,8+/m0/s1",CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-],308067-63-2,DTXSID9040508,,CMS-11935,,FALSE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
Iohexol,"5-[acetyl(2,3-dihydroxypropyl)amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide","InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,66108-95-0,DTXSID6023157,,CMS-2960,,FALSE,TRUE,FALSE,,Tubular Necrosis,,no,no,no,YES,no,no,Jun/22
Ioxitalamic acid,"3-acetamido-5-(2-hydroxyethylcarbamoyl)-2,4,6-triiodobenzoic acid","InChI=1S/C12H11I3N2O5/c1-4(19)17-10-8(14)5(11(20)16-2-3-18)7(13)6(9(10)15)12(21)22/h18H,2-3H2,1H3,(H,16,20)(H,17,19)(H,21,22)",CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NCCO)I,28179-44-4,DTXSID60182457,,CMS-24271,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Irbesartan,"2-butyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]-1,3-diazaspiro[4.4]non-1-en-4-one","InChI=1S/C25H28N6O/c1-2-3-10-22-26-25(15-6-7-16-25)24(32)31(22)17-18-11-13-19(14-12-18)20-8-4-5-9-21(20)23-27-29-30-28-23/h4-5,8-9,11-14H,2-3,6-7,10,15-17H2,1H3,(H,27,28,29,30)",CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,138402-11-6,DTXSID0023169,RH0318,CMS-2971,,TRUE,TRUE,FALSE,,not specified,,no,no,no,no,no,no,Jan/22
Isazofos,"(5-chloro-1-propan-2-yl-1,2,4-triazol-3-yl)oxy-diethoxy-sulfanylidene-lambda5-phosphane","InChI=1S/C9H17ClN3O3PS/c1-5-14-17(18,15-6-2)16-9-11-8(10)13(12-9)7(3)4/h7H,5-6H2,1-4H3",CCO[P](=S)(OCC)Oc1nn(C(C)C)c(Cl)n1,42509-80-8,DTXSID7034676,,,,FALSE,FALSE,TRUE,,,,,,,,,,Jan/22
Isoniazid,pyridine-4-carbohydrazide,"InChI=1S/C6H7N3O/c7-9-6(10)5-1-3-8-4-2-5/h1-4H,7H2,(H,9,10)",NNC(=O)C1=CC=NC=C1,54-85-3,DTXSID8020755,,CMS-772,,FALSE,TRUE,FALSE,Cholestasis (neg),,Developing brain (Neg_Oldselection),YES,no,no,no,no,no,Sep/22
Kanamycin,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol","InChI=1S/C18H36N4O11/c19-2-6-10(25)12(27)13(28)18(30-6)33-16-5(21)1-4(20)15(14(16)29)32-17-11(26)8(22)9(24)7(3-23)31-17/h4-18,23-29H,1-3,19-22H2/t4-,5+,6-,7-,8+,9-,10-,11-,12+,13-,14-,15+,16-,17-,18-/m1/s1",C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N,59-01-8,DTXSID2041171,,CMS-2986,,FALSE,TRUE,FALSE,,,,,no,no,no,no,no,Jan/22
Kepone,"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one","InChI=1S/C10Cl10O/c11-2-1(21)3(12)6(15)4(2,13)8(17)5(2,14)7(3,16)9(6,18)10(8,19)20",C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,143-50-0,DTXSID1020770,,CMS-789,,FALSE,TRUE,FALSE,Cholestasis / Steatosis,,,no,no,no,no,no,no,Jan/22
Ketamine,2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one,"InChI=1S/C13H16ClNO/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14/h2-3,6-7,15H,4-5,8-9H2,1H3",CNC1(CCCCC1=O)C2=CC=CC=C2Cl,6740-88-1,DTXSID8023187,,CMS-2990,,FALSE,TRUE,FALSE,,,Cognitive Function Defects,no,no,no,no,no,no,Jan/22
Ketamine hydrochloride,2-(2-chlorophenyl)-2-(methylamino)cyclohexan-1-one;hydrochloride,"InChI=1S/C13H16ClNO.ClH/c1-15-13(9-5-4-8-12(13)16)10-6-2-3-7-11(10)14;/h2-3,6-7,15H,4-5,8-9H2,1H3;1H",CNC1(CCCCC1=O)C2=CC=CC=C2Cl.Cl,1867-66-9,DTXSID4040137,,CMS-7922,,FALSE,TRUE,FALSE,,,Cognitive Function Defects,no,no,no,no,YES,no,Jun/22
Ketoconazole,"1-[4-[4-[[(2R,4S)-2-(2,4-dichlorophenyl)-2-(imidazol-1-ylmethyl)-1,3-dioxolan-4-yl]methoxy]phenyl]piperazin-1-yl]ethanone","InChI=1S/C26H28Cl2N4O4/c1-19(33)31-10-12-32(13-11-31)21-3-5-22(6-4-21)34-15-23-16-35-26(36-23,17-30-9-8-29-18-30)24-7-2-20(27)14-25(24)28/h2-9,14,18,23H,10-13,15-17H2,1H3/t23-,26-/m0/s1",CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl,65277-42-1,DTXSID7029879,RH0376,CMS-6535,,TRUE,TRUE,FALSE,Cholestasis,,,YES,no,no,no,no,no,Jan/22
Kojic Acid,5-hydroxy-2-(hydroxymethyl)pyran-4-one,"InChI=1S/C6H6O4/c7-2-4-1-5(8)6(9)3-10-4/h1,3,7,9H,2H2",C1=C(OC=C(C1=O)O)CO,501-30-4,DTXSID2040236,RH0196,,,TRUE,FALSE,FALSE,,,,,,,,,,Jan/22
